sex,age,mortality per 1 rate,1-year,5-year,$/notlastyr,$/lastyr,pYLD rate,APC in all-cause mortality
male,0,0.003606142,,,5789.550632,88787.0768,0.025742155,-0.0277703
male,1,0.000216708,,,1422.508601,32470.83936,0.025742155,-0.0277703
male,2,0.000189688,,208343,1422.508601,32470.83936,0.025742155,-0.0277703
male,3,0.000166038,,,1422.508601,32470.83936,0.025742155,-0.0277703
male,4,0.000145336,,,1422.508601,32470.83936,0.025742155,-0.0277703
male,5,0.000108654,,,698.96263,31050.24878,0.038155805,-0.0286817
male,6,9.51E-05,,,698.96263,31050.24878,0.038155805,-0.0286817
male,7,8.32E-05,,211341,698.96263,31050.24878,0.038155805,-0.0286817
male,8,0.000085483,,,698.96263,31050.24878,0.038155805,-0.0286817
male,9,8.78E-05,,,698.96263,31050.24878,0.038155805,-0.0286817
male,10,8.40E-05,,,678.0533306,23270.61552,0.058003649,-0.0315254
male,11,8.62E-05,,,678.0533306,23270.61552,0.058003649,-0.0315254
male,12,8.85E-05,,198390,678.0533306,23270.61552,0.058003649,-0.0315254
male,13,0.000116704,,,678.0533306,23270.61552,0.058003649,-0.0315254
male,14,0.000153849,,,678.0533306,23270.61552,0.058003649,-0.0315254
male,15,0.000258947,,,713.8066693,15461.31407,0.095782273,-0.0334663
male,16,0.000341365,,,713.8066693,15461.31407,0.095782273,-0.0334663
male,17,0.000450016,,195800,713.8066693,15461.31407,0.095782273,-0.0334663
male,18,0.000493636,,,713.8066693,15461.31407,0.095782273,-0.0334663
male,19,0.000541484,,,713.8066693,15461.31407,0.095782273,-0.0334663
male,20,0.000570443,,,753.7071417,8444.326006,0.11772559,-0.0323795
male,21,0.000625736,,,753.7071417,8444.326006,0.11772559,-0.0323795
male,22,0.00068639,,251975,753.7071417,8444.326006,0.11772559,-0.0323795
male,23,0.000706635,,,753.7071417,8444.326006,0.11772559,-0.0323795
male,24,0.000727478,,,753.7071417,8444.326006,0.11772559,-0.0323795
male,25,0.000720975,,,758.2745204,13581.14514,0.12515628,-0.0266087
male,26,0.000742241,,,758.2745204,13581.14514,0.12515628,-0.0266087
male,27,0.000764133,,267718,758.2745204,13581.14514,0.12515628,-0.0266087
male,28,0.000792921,,,758.2745204,13581.14514,0.12515628,-0.0266087
male,29,0.000822793,,,758.2745204,13581.14514,0.12515628,-0.0266087
male,30,0.000851443,,,822.8891357,14102.76541,0.12975875,-0.0202499
male,31,0.00088352,,,822.8891357,14102.76541,0.12975875,-0.0202499
male,32,0.000916805,,257195,822.8891357,14102.76541,0.12975875,-0.0202499
male,33,0.00096172,,,822.8891357,14102.76541,0.12975875,-0.0202499
male,34,0.001008835,,,822.8891357,14102.76541,0.12975875,-0.0202499
male,35,0.001056001,,,900.273102,13426.792,0.13741888,-0.0137191
male,36,0.001107735,,,900.273102,13426.792,0.13741888,-0.0137191
male,37,0.001162004,,237606,900.273102,13426.792,0.13741888,-0.0137191
male,38,0.001241113,,,900.273102,13426.792,0.13741888,-0.0137191
male,39,0.001325606,,,900.273102,13426.792,0.13741888,-0.0137191
male,40,0.001418981,,,1031.402867,18379.09129,0.14456692,-0.0097966
male,41,0.001515584,,,1031.402867,18379.09129,0.14456692,-0.0097966
male,42,0.001618764,,207760,1031.402867,18379.09129,0.14456692,-0.0097966
male,43,0.001736238,,,1031.402867,18379.09129,0.14456692,-0.0097966
male,44,0.001862237,,,1031.402867,18379.09129,0.14456692,-0.0097966
male,45,0.001997097,,,1209.186717,22080.06473,0.15214568,-0.0110928
male,46,0.002142027,,,1209.186717,22080.06473,0.15214568,-0.0110928
male,47,0.002297474,,210327,1209.186717,22080.06473,0.15214568,-0.0110928
male,48,0.002493648,,,1209.186717,22080.06473,0.15214568,-0.0110928
male,49,0.002706571,,,1209.186717,22080.06473,0.15214568,-0.0110928
male,50,0.002931452,,,1400.233895,24980.6078,0.15627238,-0.0163658
male,51,0.003181758,,,1400.233895,24980.6078,0.15627238,-0.0163658
male,52,0.003453438,,191254,1400.233895,24980.6078,0.15627238,-0.0163658
male,53,0.003761463,,,1400.233895,24980.6078,0.15627238,-0.0163658
male,54,0.00409696,,,1400.233895,24980.6078,0.15627238,-0.0163658
male,55,0.004498899,,,1679.577994,27020.31377,0.16396677,-0.0223665
male,56,0.004900171,,,1679.577994,27020.31377,0.16396677,-0.0223665
male,57,0.005337236,,188022,1679.577994,27020.31377,0.16396677,-0.0223665
male,58,0.005812421,,,1679.577994,27020.31377,0.16396677,-0.0223665
male,59,0.006329915,,,1679.577994,27020.31377,0.16396677,-0.0223665
male,60,0.00686754,,,2066.974297,26460.91841,0.17822409,-0.0289072
male,61,0.007478972,,,2066.974297,26460.91841,0.17822409,-0.0289072
male,62,0.008144842,,168315,2066.974297,26460.91841,0.17822409,-0.0289072
male,63,0.008912375,,,2066.974297,26460.91841,0.17822409,-0.0289072
male,64,0.009752233,,,2066.974297,26460.91841,0.17822409,-0.0289072
male,65,0.010624229,,,2771.220048,28734.37279,0.19959103,-0.0312437
male,66,0.011625403,,,2771.220048,28734.37279,0.19959103,-0.0312437
male,67,0.012720929,,146438,2771.220048,28734.37279,0.19959103,-0.0312437
male,68,0.014045659,,,2771.220048,28734.37279,0.19959103,-0.0312437
male,69,0.015508352,,,2771.220048,28734.37279,0.19959103,-0.0312437
male,70,0.017395368,,,3428.650539,24938.09867,0.22341137,-0.0302402
male,71,0.019206889,,,3428.650539,24938.09867,0.22341137,-0.0302402
male,72,0.021207059,,126891,3428.650539,24938.09867,0.22341137,-0.0302402
male,73,0.023606921,,,3428.650539,24938.09867,0.22341137,-0.0302402
male,74,0.026278354,,,3428.650539,24938.09867,0.22341137,-0.0302402
male,75,0.029040063,,,4047.415495,22719.8741,0.24856544,-0.0275585
male,76,0.032326326,,,4047.415495,22719.8741,0.24856544,-0.0275585
male,77,0.035984483,,87451,4047.415495,22719.8741,0.24856544,-0.0275585
male,78,0.040482998,,,4047.415495,22719.8741,0.24856544,-0.0275585
male,79,0.045543876,,,4047.415495,22719.8741,0.24856544,-0.0275585
male,80,0.051896475,,,4497.483443,17493.59036,0.28935686,-0.0223807
male,81,0.058384176,,,4497.483443,17493.59036,0.28935686,-0.0223807
male,82,0.065682933,,58655,4497.483443,17493.59036,0.28935686,-0.0223807
male,83,0.073876835,,,4497.483443,17493.59036,0.28935686,-0.0223807
male,84,0.083092935,,,4497.483443,17493.59036,0.28935686,-0.0223807
male,85,0.095388182,,,4939.089123,15118.27382,0.33780372,-0.0144256
male,86,0.10728779,,,4939.089123,15118.27382,0.33780372,-0.0144256
male,87,0.12067186,,34035,4939.089123,15118.27382,0.33780372,-0.0144256
male,88,0.13236964,,,4939.089123,15118.27382,0.33780372,-0.0144256
male,89,0.14520134,,,4939.089123,15118.27382,0.33780372,-0.0144256
