age,sex,excess_mortality,disability_rate
4,male,1.7199999999999998e-05,8.290000000000001e-05
5,male,1.3800000000000002e-05,0.00021945599999999998
6,male,1.3800000000000002e-05,0.00021945599999999998
7,male,1.3800000000000002e-05,0.00021945599999999998
8,male,1.3800000000000002e-05,0.00021945599999999998
9,male,1.3800000000000002e-05,0.00021945599999999998
10,male,1.7e-05,0.000382789
11,male,1.7e-05,0.000382789
12,male,1.7e-05,0.000382789
13,male,1.7e-05,0.000382789
14,male,1.7e-05,0.000382789
15,male,0.000113165,0.000630819
16,male,0.000113165,0.000630819
17,male,0.000113165,0.000630819
18,male,0.000113165,0.000630819
19,male,0.000113165,0.000630819
20,male,0.000150978,0.000648249
21,male,0.000150978,0.000648249
22,male,0.000150978,0.000648249
23,male,0.000150978,0.000648249
24,male,0.000150978,0.000648249
25,male,0.000128166,0.000505034
26,male,0.000128166,0.000505034
27,male,0.000128166,0.000505034
28,male,0.000128166,0.000505034
29,male,0.000128166,0.000505034
30,male,0.00010265,0.000415361
31,male,0.00010265,0.000415361
32,male,0.00010265,0.000415361
33,male,0.00010265,0.000415361
34,male,0.00010265,0.000415361
35,male,9.02e-05,0.00038318
36,male,9.02e-05,0.00038318
37,male,9.02e-05,0.00038318
38,male,9.02e-05,0.00038318
39,male,9.02e-05,0.00038318
40,male,9.609999999999999e-05,0.000403408
41,male,9.609999999999999e-05,0.000403408
42,male,9.609999999999999e-05,0.000403408
43,male,9.609999999999999e-05,0.000403408
44,male,9.609999999999999e-05,0.000403408
45,male,9.08e-05,0.000356569
46,male,9.08e-05,0.000356569
47,male,9.08e-05,0.000356569
48,male,9.08e-05,0.000356569
49,male,9.08e-05,0.000356569
50,male,7.900000000000001e-05,0.000284626
51,male,7.900000000000001e-05,0.000284626
52,male,7.900000000000001e-05,0.000284626
53,male,7.900000000000001e-05,0.000284626
54,male,7.900000000000001e-05,0.000284626
55,male,8.1e-05,0.000235775
56,male,8.1e-05,0.000235775
57,male,8.1e-05,0.000235775
58,male,8.1e-05,0.000235775
59,male,8.1e-05,0.000235775
60,male,8.109999999999999e-05,0.000192875
61,male,8.109999999999999e-05,0.000192875
62,male,8.109999999999999e-05,0.000192875
63,male,8.109999999999999e-05,0.000192875
64,male,8.109999999999999e-05,0.000192875
65,male,9.27e-05,0.000159173
66,male,9.27e-05,0.000159173
67,male,9.27e-05,0.000159173
68,male,9.27e-05,0.000159173
69,male,9.27e-05,0.000159173
70,male,0.000112144,0.000134605
71,male,0.000112144,0.000134605
72,male,0.000112144,0.000134605
73,male,0.000112144,0.000134605
74,male,0.000112144,0.000134605
75,male,0.00016692900000000001,0.000127363
76,male,0.00016692900000000001,0.000127363
77,male,0.00016692900000000001,0.000127363
78,male,0.00016692900000000001,0.000127363
79,male,0.00016692900000000001,0.000127363
80,male,0.000226328,0.00014287799999999998
81,male,0.000226328,0.00014287799999999998
82,male,0.000226328,0.00014287799999999998
83,male,0.000226328,0.00014287799999999998
84,male,0.000226328,0.00014287799999999998
85,male,0.00033236,0.00016669900000000002
86,male,0.00033236,0.00016669900000000002
87,male,0.00033236,0.00016669900000000002
88,male,0.00033236,0.00016669900000000002
89,male,0.00033236,0.00016669900000000002
90,male,0.00038420800000000003,0.00018772
91,male,0.00038420800000000003,0.00018772
92,male,0.00038420800000000003,0.00018772
93,male,0.00038420800000000003,0.00018772
94,male,0.00038420800000000003,0.00018772
95,male,0.000413302,0.000211901
96,male,0.000413302,0.000211901
97,male,0.000413302,0.000211901
98,male,0.000413302,0.000211901
99,male,0.000413302,0.000211901
100,male,0.000413302,0.000211901
101,male,0.000413302,0.000211901
102,male,0.000413302,0.000211901
103,male,0.000413302,0.000211901
104,male,0.000413302,0.000211901
105,male,0.000413302,0.000211901
106,male,0.000413302,0.000211901
107,male,0.000413302,0.000211901
108,male,0.000413302,0.000211901
109,male,0.000413302,0.000211901
110,male,0.000413302,0.000211901
100,female,0.000172836,0.000102125
101,female,0.000172836,0.000102125
102,female,0.000172836,0.000102125
103,female,0.000172836,0.000102125
104,female,0.000172836,0.000102125
105,female,0.000172836,0.000102125
106,female,0.000172836,0.000102125
107,female,0.000172836,0.000102125
108,female,0.000172836,0.000102125
109,female,0.000172836,0.000102125
110,female,0.000172836,0.000102125
